Pincode,Area,City,Address,Landmark,Latitude,Longitude,Category,Rating,Name
208006,"Block C, Govind Nagar",Kanpur,F826+5HR,"Block C, Govind Nagar",26.4504818,80.3113936,Tiffin,5.0,Bhabhiji
208012,"Gumti No.5, Om Nagar, Darshan Purwa",Kanpur,"119, 210, Om Nagar Rd","Gumti No.5, Om Nagar, Darshan Purwa",26.4662498,80.3160681,Pharmacy,4.9,"Sai Pharmacy Medical Store - Dr Vaibhav Tripathi (Physician), Dr B B Singh (Child Specialist)"
208002,"Anand Bazar, Khalasi Line, Sarvodaya Nagar",Kanpur,"F8H5+RW3, Mall Rd","Anand Bazar, Khalasi Line, Sarvodaya Nagar",26.4795068,80.3097896,Pharmacy,3.9,Popular Medical Store
208024,"K.O.A. Market, Lakhanpur, Vikas Nagar",Kanpur,"146, Zoo Rd","K.O.A. Market, Lakhanpur, Vikas Nagar",26.4939664,80.2856742,Pharmacy,4.3,Amit Medical & General Store
208002,"Patrakarpuram, Ganga Nagar",Kanpur,"Indira Nagar Rd, near Patrakarpuram Road","Patrakarpuram, Ganga Nagar",26.503264,80.28603439999999,Pharmacy,5.0,Prem Store (Medical And Departmental Store)
208011,"O Block, Deoki Nagar, Yashoda Nagar",Kanpur,"Shop No. 20, B, O, Chauki Rd","O Block, Deoki Nagar, Yashoda Nagar",26.4072025,80.339632,Pharmacy,4.0,Gaurav Medical Store
208024,"Lakhanpur, Sharda Nagar",Kanpur,"F7RP+674, Indra Rd","Lakhanpur, Sharda Nagar",26.4905147,80.2857185,Pharmacy,4.2,Singh Medical Store
208017,"New Azad Nagar, Kalyanpur",Kanpur,"Shop No.4, Indira Nagar Road","New Azad Nagar, Kalyanpur",26.5012572,80.25523659999999,Pharmacy,4.4,Mishra Medical & General Store
208012,"Opposite New Basant Cinema, Gumti No.5, Kaushalpuri, Darshan Purwa",Kanpur,118/411-A,"Opposite New Basant Cinema, Gumti No.5, Kaushalpuri, Darshan Purwa",26.4656754,80.312733,Pharmacy,3.231280460512908,Raunak Medical Store
208012,"Opposite Hallet Hospital, Khalasi Line, Swaroop Nagar",Kanpur,"F8H5+VR5, Mall Rd","Opposite Hallet Hospital, Khalasi Line, Swaroop Nagar",26.4796282,80.309596,Pharmacy,4.3,Singh Medical Store
208025,"Avon Market, Ambedkar Nagar, Navin Nagar, Kakadeo",Kanpur,"117/67, N Block, Shastri Market, Kakadev","Avon Market, Ambedkar Nagar, Navin Nagar, Kakadeo",26.476248,80.2953373,Pharmacy,3.5,Amit Deep Medical Store
208012,"Gumti No.5, Kaushalpuri, Darshan Purwa",Kanpur,118/171,"Gumti No.5, Kaushalpuri, Darshan Purwa",26.4676776,80.3146391,Pharmacy,4.1,Lovely Medical Store
208026,"Indira Nagar, Chaitanya Vihar",Kanpur,"shop no. 6, near cng makdi kheda","Indira Nagar, Chaitanya Vihar",26.5090597,80.26421669999999,Pharmacy,3.8,Shukla Medical Store
226010,"Vivek Khand 2, Gomti Nagar",Lucknow,"Shop No. 235, near Neelkant Sweets House","Vivek Khand 2, Gomti Nagar",26.85902,80.99739,Pharmacy,3.6,Chandan Medical Store
208011,"M Block, Marble Market, Kidwai Nagar",Kanpur,"133/171, Kidwainagar Rd","M Block, Marble Market, Kidwai Nagar",26.435679,80.330394,Pharmacy,4.4,Singh Medical Store
208001,"Model Town, Kakadeo",Kanpur,"1, Vijay Nagar - Kalyanpur Rd","Model Town, Kakadeo",26.477788,80.303342,Pharmacy,2.0,Sharda Medical Store
208025,"Namak Factory Chauraha, Chhapeda Pulia, Sharda Nagar",Kanpur,"117/Q/800 Sharda Nagar Rd, F.T.Rd","Namak Factory Chauraha, Chhapeda Pulia, Sharda Nagar",26.4843231,80.2885459,Pharmacy,3.8,Akanksha Medical Store
208002,"Anand Bazar, Khalasi Line, Swaroop Nagar",Kanpur,"7/201 Opp. Hallet Hospital,","Anand Bazar, Khalasi Line, Swaroop Nagar",26.479453,80.3101847,Pharmacy,4.1,Kohli Medical Store
208011,"Gopal Nagar, Deoki Nagar, Yashoda Nagar",Kanpur,"104 Gopal Nagar Kidwai Nagar, Aara Machine Rd","Gopal Nagar, Deoki Nagar, Yashoda Nagar",26.40986,80.3451603,Pharmacy,4.2,Awasthi Medical Store
208025,"Namak Factory Chauraha, Navin Nagar, Kakadeo",Kanpur,"117/125, P Block Vijay Nagar - Kalyanpur Road Awas Vikas, Near","Namak Factory Chauraha, Navin Nagar, Kakadeo",26.476835,80.284157,Pharmacy,4.0,Vinay Medical Store
208025,"Q Block, Sharda Nagar",Kanpur,"Shop No. 117, 487, near Gurudev Talkies","Q Block, Sharda Nagar",26.4903441,80.285429,Pharmacy,5.0,Rohit Medical Store
208002,"Motilal Swaroop Nagar, Khalasi Line, Arya Nagar",Kanpur,F8H9+R6J,"Motilal Swaroop Nagar, Khalasi Line, Arya Nagar",26.4795885,80.3180247,Pharmacy,3.3,Medical Store
208001,"Double Pulia, Rajivpuram, Kakadeo",Kanpur,"P-29, Kalyanpur - Vijay Nagar Rd","Double Pulia, Rajivpuram, Kakadeo",26.4778184,80.2833662,Pharmacy,4.3,Sharda Medical Store
208006,Govind Nagar,Kanpur,"3/2 Block, 1",Govind Nagar,26.449221,80.29999699999999,Pharmacy,4.1,Shobhit Medical & General Store
209861,"Adarsh Nagar, Sarvodaya Nagar, Shuklaganj","Unnao, Netua Grameen",3/401,"Adarsh Nagar, Sarvodaya Nagar, Shuklaganj",26.4793169,80.3888131,Pharmacy,4.981388556745182,Gomti Medical Store
208006,"Near Chawla Market, B Block, Govind Nagar",Kanpur,"236, C Block,, 124/84, Govind Nagar Rd","Near Chawla Market, B Block, Govind Nagar",26.450307,80.309445,Pharmacy,3.6,Kanpur Medical Store
208022,"Ambedkar Nagar, Ravidas Puram",Kanpur,"No:20-A, No:83, Kanpur - Jhansi Hwy","Ambedkar Nagar, Ravidas Puram",26.4378731,80.271461,Pharmacy,2.0,Pal Medical Store And General Store
