Pincode,Area,City,Address,Landmark,Latitude,Longitude,Category,Rating,Name
122004,"Nawada Fatehpur, Sector 86",Gurugram,"main auto rikshaw stand, Sector 86 Rd","Nawada Fatehpur, Sector 86",28.3947964,76.93878,Hostel,4.8,Shree Shiv Residency( ROOMS AND PG FOR BOYS AND GIRLS)
122505,"Nawada Fatehpur, Sector 86",Gurugram,81,"Nawada Fatehpur, Sector 86",28.3918998,76.94270999999999,Hostel,3.8,The Royal PG
122051,"Sector 1D, Imt Manesar",Gurugram,GH-10 MSL COOPERATIVE SOCIETY,"Sector 1D, Imt Manesar",28.3677898,76.9514059,Hostel,4.3,APNA PG
122002,"DLF Phase 5, Sector 43",Gurugram,160,"DLF Phase 5, Sector 43",28.459031,77.0920498,Hostel,2.0,Hello homes pg
122018,"D Block, Block W, Sector 49",Gurugram,"D-52, Sector 49, Sohna Road, Golf Course Ext Rd","D Block, Block W, Sector 49",28.404627,77.0504423,Hostel,3.7,The Hosteller Gurugram
122051,"VILLAGE BASHARIYA, MANESAR",Gurugram,"IMT Manesar Rd, near GINGERBITE RESTAURANT BASHARIYA","VILLAGE BASHARIYA, MANESAR",28.3860347,76.8925075,Hostel,4.7,JC PG AND GUESTHOUSE
122001,Sector 14,Gurugram,"1055, Sector 14 Rd",Sector 14,28.4762534,77.050006,Hostel,3.3,Gurgaon Best Pg
122101,Sector 66,Gurugram,"6, Ekta Hospitals, Neelkanth Enclave, Boys PG, Badshahpur Sohna Rd Hwy",Sector 66,28.3980112,77.0447725,Hostel,4.1,BOYS PG
122001,"Sukhrali, Sector 17",Gurugram,"hno 31/645, Gurugram Sukhrali, Sector 17 The, Dhaniram Complex, Gali Number 1","Sukhrali, Sector 17",28.4755737,77.0610026,Hostel,4.2,Zolo Mansion Co-Living | Redefining PG
122011,"Sushant Lok 2, Sector 55","Gurugram, Ghata","s Back Gate 211, near ANSAL UNIVERSITY","Sushant Lok 2, Sector 55",28.4275331,77.1113632,Hostel,4.0,your space Gurgaon - (PG near Ansal University)
122015,"Sector 22A, Sector 22",Gurugram,"H.no, 114B, Sector 22 Rd","Sector 22A, Sector 22",28.5035804,77.0633538,Hostel,5.0,Pg in Sector 20 Gurgaon
122001,Sector 14,Gurugram,"H.no 825 sector 14, near market",Sector 14,28.4753015,77.048598,Hostel,5.0,Girls p.g in sector 14 gurugram
122018,Sector 48,Gurugram,"Plot no.5, Fazilpur Dhani, near Vipul World",Sector 48,28.4151071,77.0353224,Hostel,4.2,Zolo La Lagoon Co-Living | Redefining PG
122004,"Badha, Sector 86",Gurugram,Unnamed Road,"Badha, Sector 86",28.4044785,76.94508499999999,Hostel,3.9937608352931075,V. P Raghav House
122010,"DLF Phase 2, DLF Phase 3, Sector 25",Gurugram,Jcm 37 b,"DLF Phase 2, DLF Phase 3, Sector 25",28.4859289,77.1057501,Hotel,4.0,Paying guest pg
122003,"Sarswati Kunj II, Wazirabad, Sector 52",Gurugram,1846,"Sarswati Kunj II, Wazirabad, Sector 52",28.4395819,77.0855677,Hostel,4.8,PG in Sector 52 Gurgaon - Blossom Stayz
122001,"LIG Colony, Sector 31",Gurugram,410,"LIG Colony, Sector 31",28.454707,77.050395,Hotel,0.32324552224408387,PG
122002,"Block C, Sushant Lok Phase I, Sector 43",Gurugram,"HOUSE NO 2663, C-2663","Block C, Sushant Lok Phase I, Sector 43",28.4555711,77.0870869,Hostel,4.3,OYO LIFE GRG1318
122009,"Block C, Sushant Lok Phase I, Sector 43",Gurugram,House No. 1491,"Block C, Sushant Lok Phase I, Sector 43",28.4537895,77.0864773,Hostel,1.5,PG in Sushant Lok - Blossom Stayz
122004,"Nawada Fatehpur, Sector 86",Gurugram,"Vill, Nawada, near Jaswant palza","Nawada Fatehpur, Sector 86",28.3940818,76.94366509999999,Hostel,4.5,Rajasthani PG And Tiffin Services
122018,"South City II, Sector 49","Gurugram, Fatehpur",Q1- 16D,"South City II, Sector 49",28.4182863,77.0482095,Hostel,4.4,Zolo Bloom Co-Living | Redefining PG
122001,"Block A, Greenwood City, Sector 45",Gurugram,1720-E,"Block A, Greenwood City, Sector 45",28.4483643,77.0656329,Hostel,3.0,Boys & Girls PG
122052,"Sector 1A, Imt Manesar",Gurugram,"M2, Sector 1 Main Rd, near DLF EXPRESS GREENS","Sector 1A, Imt Manesar",28.359595,76.9457256,Hostel,4.3,Apna Boys And Girls Pg
122004,Sector 82,Gurugram,"Vatika India NXT, Lamps Ave",Sector 82,28.3921244,76.95752159999999,Hostel,4.4,The Seven Lamps - Vatika Sector 82 Gurgaon
122001,Sector 40,Gurugram,house no. 459,Sector 40,28.449838,77.056752,Hostel,4.1,Girls PG in gurgaon
122050,"Sector 1C, Manesar",Gurugram,"Ramdeep Society, GH-18, Sector 1 Main Rd","Sector 1C, Manesar",28.3623332,76.95229069999999,Hostel,4.8,PARK VIEW P.G.
122007,"Block C, Sukhrali, Sector 17",Gurugram,"1526, 122001","Block C, Sukhrali, Sector 17",28.473824,77.0602925,Hostel,3.4,"Pooja PG for GIRLS, Girls PG in Gurgaon"
122052,"Sector 1D, Imt Manesar",Gurugram,"Flat No- 612, Block-B, Tower No-3, Sidco Shivalik Apartment GH-2, near Market","Sector 1D, Imt Manesar",28.3687205,76.9458695,Hostel,4.1,PG For Boys In IMT Manesar
122001,"Rajiv Nagar, Sector 18",Gurugram,"In Front Of Maruti Suzuki Gate No.1, Palam Vihar Extension sathguru enclave, Galli no-3 right side then 1st left","Rajiv Nagar, Sector 18",28.473052,77.0367933,Hostel,3.7,Global PG-2
122018,"Medicity, Islampur Village, Sector 38",Gurugram,Guru Haridas Rd,"Medicity, Islampur Village, Sector 38",28.4388366,77.0361282,Hostel,4.2,Zolo Medley Co-Living | Redefining PG
